author,dt,link,line,支持走向,sampled
DataMaster,2016-11-15,https://www.ptt.cc/bbs/Stock/M.1479218363.A.398.html,如果美國在川普當選總統後,0,0
DataMaster,2016-11-15,https://www.ptt.cc/bbs/Stock/M.1479218363.A.398.html,不過川普從競選時就表態,0,0
IanLi,2016-11-15,https://www.ptt.cc/bbs/Stock/M.1479208742.A.374.html,      5.1. 民主黨 希拉蕊·羅登·柯林頓(Hillary Diane Rodham Clinton)當選總統2. 共和黨 唐納·川普(Donald John Trump)當選總統3. 險  勝 總統當選人的4. 巧  勝 總統當選人的已下注總額: ,0,0
jell01,2016-11-15,https://www.ptt.cc/bbs/Stock/M.1479173188.A.62D.html,上市櫃上周激增24家【時報-台北電】受到川普意外贏得美國大選及外資大舉賣超影響,0,0
jell01,2016-11-15,https://www.ptt.cc/bbs/Stock/M.1479173188.A.62D.html,川普勝選後,0,0
jell01,2016-11-15,https://www.ptt.cc/bbs/Stock/M.1479173188.A.62D.html,加以川普反對跨太平洋戰略經濟夥伴關係協議（TPP）,0,1
schizophrena,2016-11-15,https://www.ptt.cc/bbs/Stock/M.1479188342.A.C15.html,3.心得/評論(必需填寫滿20字)：人民幣在一兩年前還在猜會不會漲破5結果現在在猜會不會跌破7尤其在川普貿易大戰開始 中國經濟走軟 美國經濟獨強的情況TRF那些銀行股....再來是台幣會不會跟貶?中國的零售業的成長十月也不如預期........川普選上 台股才重挫200 實在有點太少是越爛越噴的另種概念嗎?--,0,0
ppnow,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479279081.A.787.html,看陽明11/9融資斷頭很清楚(如果川普沒上也不會那麼慘),-1,0
s1012639,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479227022.A.1EE.html,1.原文連結(必須檢附)：2.原文內容：美國總統參選人川普誓言,0,0
s1012639,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479227022.A.1EE.html,規模比川普的10年大計劃還大,0,1
s1012639,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479227022.A.1EE.html,川普實施「美國基礎設施優先」政策的計劃,1,1
s1012639,2016-11-16,https://www.ptt.cc/bbs/Stock/M.1479227022.A.1EE.html,比川普提議的規模高10倍,0,0
chengwaye,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479350882.A.3D1.html,1. 標的：淘帝-ky 29292. 分類：短線單3. 分析/正文：技術面:跌深出量但量不會大到產生不了背離價格剛好到了缺口價五檔:沒看出什麼只猜124有大咖覺得OK感覺有人在那邊低接時間:恰逢波浪理論的時間轉折  (小弟對這個聽聽笑笑參考而已)大盤:雖然外資要升息逃命潮不過有官股在護盤了但因為不是國安基金只看盤整國際個人看法:這支在跌人民幣 這支在跌人民幣 這支在跌人民幣 講三次但是川普上任後可以看出他的言論轉折偏向維穩各方勢力與歐巴馬合作摸希拉蕊頭從以上所述對中國實施逞罰性關稅的可能性個人覺得很低4. 進退場機制：已進場 18張如果大盤尾盤廢得要命,0,0
Mikuni,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479394805.A.0FB.html,再加上甫當選美國總統的川普,0,0
Mikuni,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479394805.A.0FB.html,川普新政加上 BDI 大漲,0,0
Mikuni,2016-11-17,https://www.ptt.cc/bbs/Stock/M.1479394805.A.0FB.html,DryShips自川普當選美國總統之後即一路狂飆,1,0
bbbgggttt999,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479448336.A.B03.html,以免影響美國總統當選人川普勝選後的日圓貶值、日股上漲好光景,0,0
bbbgggttt999,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479448336.A.B03.html,川普勝選後,0,0
behideyou24,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479473980.A.EDA.html,但是打第二隻腳我很害怕........失敗部分:川普當選當天,0,0
behideyou24,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479473980.A.EDA.html,但是我看川普贏面很大,1,0
roberchu,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479469906.A.5F0.html,受到川普新政欲擴大美國基礎建設的刺激,0,0
roberchu,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479469906.A.5F0.html,川普此舉將會大幅提振未來的美國通膨,0,1
whoamiqq,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479439622.A.886.html,否則目前的股價應該撐不起今年的獲利鴻海公佈財報時剛好遇到川普剛當選,0,1
whoamiqq,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479439622.A.886.html,股市大幅震盪可是外資的操作是在川普剛當選時大賣,-1,0
wwf1310,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479423858.A.83F.html,以此回應最近外界對美國總統當選人川普有意替換Fed主席的臆測,0,0
wwf1310,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479423858.A.83F.html,」面對川普鬆綁金融業規範、甚至廢除陶德—法蘭克法案（Dodd-Frank Act）的主張,1,0
zakijudelo,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479432467.A.7C8.html,選前就一直說聯準會是親希拉蕊或民主黨的(以力挺的論調來看就可以知道整個華爾街、FED、民主黨是維持虛假繁榮、拉大貧富差距的共犯結構)尤其是葉倫及底下幾個大將之所以一直不升息就僅僅是擔心一升會影響股市將對希拉蕊選情不利所以FED才把升息時點一延再延川普選前也因此事一再重砲抨擊葉倫不過現在選完了葉倫再也沒有繼續抬轎的顧慮了升息股市崩又怎樣？我就讓他升反正是川普選前說的阿藉此報復川普並實現他們選前一直說川普選上經濟會不好的預言但如果真發生什麼金融大地震兇手也是FED而不是川普......--是不是腦補,0,0
zakijudelo,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479432467.A.7C8.html,過一陣子就知道至少我6月就已經在八卦板預測川普會選上了,1,0
zakijudelo,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479432467.A.7C8.html,只不過被板主以與本版無關為由刪掉了...可是川普是在選前就一直逼FED升了想要讓經濟不佳的真相現形只是FED硬是找理由不升狼來的都不知道喊幾次了大家嗎？選前大家看好希拉蕊時,0,0
zakijudelo,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479432467.A.7C8.html,FED給其他冠冕堂皇的理由還不是有些人信記得9月還是幾月開會前副主席費雪都說這次很有可能會升了連葛洛斯還是羅傑斯(太多斯搞混了)都被騙最後不升還去批評FED喪失公信力所以信的是大家喔XDDFED表面說避免干預總統大選實質上就是跟CNN等媒體一樣的假中立但就如b大所說的美股帶動的各國股市在2008年之後的8年恐怖多頭漲幅根本就是QE吹出來的泡沫看看指數較海嘯發生時多了一倍就知道真要進入升息循環絕對比什麼假的川普黑天鵝恐怖數倍小心點總是對的為了不讓泡沫破最好的方法就是不要吹那麼大亦即早就該升息了卻為了政治硬是不在正確的時點升現在都只是硬撐泡沫爆掉是遲早的事這點我也覺得很謎,0,0
zakijudelo,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479432467.A.7C8.html,b大真的是有硬實力的不像我是嘴砲假經濟學家XD感謝b大撥冗陪我討論喔W大的考量也不無道理不過就像川普選後就變正常人了一般相同的葉倫雖然在選前早就認為該升只是因政治考量而不升現在選完了應該會回歸專業考量試戳一下泡沫看看這是我認為12月會升息的基礎啦(但也可能如W大說的推遲啦,0,0
zakijudelo,2016-11-18,https://www.ptt.cc/bbs/Stock/M.1479432467.A.7C8.html,也可以說尊重新民意阿川普都要走孤立主義連TPP都不要了還會搞這個嗎？有點難喔要當酸酸也要有點水準吧,0,0
a29976137,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479519370.A.167.html,川普都還沒上台,0,0
IanLi,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479551671.A.00A.html,之後的劇本大概就和這個差不多.川普是因為他是美國....他選總統他是選世界老大的總統.所以選上總統就算那些地方開始反川普企業.川普也可以透過美國總統的身分,0,0
kid014028,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479531585.A.13D.html,主因市場擔心美國總統當選人川普上任後恐改弦更張,-1,1
OriginStar,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479517826.A.0AA.html,1.原文連結(必須檢附)：2.原文內容： 2016年11月18日 11:45 先探投資週刊／魏聖峰川普勝選後市場預期未來新政府可能推出大規模減稅,1,0
OriginStar,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479517826.A.0AA.html,川普揚言若他當選美國總統就要換掉聯準會主席葉倫並改革聯準會,0,1
OriginStar,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479517826.A.0AA.html,川普果真選上總統,0,0
OriginStar,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479517826.A.0AA.html,未來川普和聯準會關係更受到矚目,0,0
OriginStar,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479517826.A.0AA.html,川普勝選後,0,1
OriginStar,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479517826.A.0AA.html,從川普未來可能推出的新政綱要內容觀察,0,0
OriginStar,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479517826.A.0AA.html,十年期美債殖利率在川普勝選隔天狂飆二○．二個基點（○．二○二％）,1,1
OriginStar,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479517826.A.0AA.html,新興市場息利優勢下降川普未來的減稅政策也是這波美元指數強勢的題材,1,1
OriginStar,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479517826.A.0AA.html,川普大減稅希望企業能將資金匯回美國本土進行投資,1,0
OriginStar,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479517826.A.0AA.html,根據彭博─ＪＰ摩根編纂的亞太新興市場貨幣指數在川普勝選後至今已經下跌一．六％,-1,0
OriginStar,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479517826.A.0AA.html,川普在競選期間抨擊中國利用廉價勞工搶走美國人的工作機會,0,1
OriginStar,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479517826.A.0AA.html,川普是生意人強調美國利益,1,0
OriginStar,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479517826.A.0AA.html,川普未來對中國的策略就是要求人民幣升值,0,0
OriginStar,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479517826.A.0AA.html,川普、中國外匯市場先交手但中國也不是省油的燈,0,0
OriginStar,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479517826.A.0AA.html,看來中國也是在拉高姿態和川普對抗,0,0
OriginStar,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479517826.A.0AA.html,至少在川普上任前夕,0,0
OriginStar,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479517826.A.0AA.html,川普勝選後歐元兌換美元的貶值幅度達到二．三％,0,1
roberchu,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479486397.A.C07.html,1.原文連結(必須檢附)：2.原文內容：美國 30 年期公債殖利率在川普 (Donald Trump) 當選總統後急速飆升,-1,0
roberchu,2016-11-19,https://www.ptt.cc/bbs/Stock/M.1479486397.A.C07.html,川普會推出一連串的財政措施,1,0
ppnow,2016-11-20,https://www.ptt.cc/bbs/Stock/M.1479642648.A.2B8.html,2.川普未更改增加公共建設支出的政策前,1,0
Snoopy,2016-11-20,https://www.ptt.cc/bbs/Stock/M.1479648386.A.E97.html,1.原文連結(必須檢附)：2.原文內容：2016-11-20 18:52中央社 樞雲林20日電川普當選美國總統,0,0
cheinshin,2016-11-21,https://www.ptt.cc/bbs/Stock/M.1479701711.A.4C2.html,由於美國總統大選由川普出線,0,0
cheinshin,2016-11-21,https://www.ptt.cc/bbs/Stock/M.1479701711.A.4C2.html,在川普確定當選後,0,0
cheinshin,2016-11-21,https://www.ptt.cc/bbs/Stock/M.1479701711.A.4C2.html,但這樣的利多皆因為川普的當而削弱,-1,0
manlike,2016-11-21,https://www.ptt.cc/bbs/Stock/M.1479724839.A.282.html,川普共和黨的金主也都是些油商,0,1
manlike,2016-11-21,https://www.ptt.cc/bbs/Stock/M.1479725990.A.BDA.html,,0,0
sin123,2016-11-21,https://www.ptt.cc/bbs/Stock/M.1479730646.A.EA7.html,美國總統川普當選後,0,1
sin123,2016-11-21,https://www.ptt.cc/bbs/Stock/M.1479730646.A.EA7.html,相形之下川普上任將積極擴大基礎建設而帶動的內需,1,0
sin123,2016-11-21,https://www.ptt.cc/bbs/Stock/M.1479730646.A.EA7.html,川普仍未上任,0,0
sin123,2016-11-21,https://www.ptt.cc/bbs/Stock/M.1479730646.A.EA7.html,符合川普美國製造之主張,0,1
cs2260cs,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479900865.A.B5C.html,基本面:1.2.中鋼(2002)即將開出的明年首季盤價將大漲籌碼面:消息面:川普公布百日新政,1,0
deepdish,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479858317.A.82E.html,不料地產大亨川普當選美國總統竟給了美股新的動力,1,1
deepdish,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479858317.A.82E.html,川普主張減稅、擴大基礎建設支出及放鬆部分產業管制,1,0
deepdish,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479858317.A.82E.html,現在地產大亨川普當總統,0,1
meya,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479914676.A.AC5.html,川普持續批評歐巴馬政府所推動跨太平洋戰略經濟夥伴關係協議 TPP 與柯林頓政府所通過的北美自由貿易協議,0,0
meya,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479914676.A.AC5.html,川普當選概念股包括更新美國基礎建設,1,0
meya,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479914676.A.AC5.html,高盛與摩根大通等金融股受惠；川普不相信全球暖化,1,0
meya,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479914676.A.AC5.html,川普的政策將有利工業、金融、能源、醫藥、基礎建設等產業之大型個股,1,0
momogo11,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880696.A.653.html,川普計劃改造聯準會？交接團隊：上任三個月內就會做1.原文連結(必須檢附)：2.原文內容：《Bloomberg》報導,0,0
momogo11,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880696.A.653.html,川普交接團隊消息來源表示,0,0
momogo11,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880696.A.653.html,川普可能會在上任之後馬上改造聯準會,0,0
momogo11,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880696.A.653.html,消息來源指川普首先會補滿聯準會委員會兩席空位,0,0
momogo11,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880696.A.653.html,此外川普本週二自己也表示,0,1
momogo11,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880696.A.653.html,看看要如何把聯準會調整到川普滿意為止,0,0
momogo11,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479880696.A.653.html,川普在競選期間已經多次批評聯準會葉倫與其他官員沒有做好他們的工作,0,0
Sirius1812,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479901136.A.AF4.html,證據：川普當選了,0,1
TZUYIC,2016-11-23,https://www.ptt.cc/bbs/Stock/M.1479882566.A.121.html,Ref. 蘋果日報 2016年11月23日 13:55（新增持股細節）投資人預期川普將鬆綁金融業規範及美國利率將上升,1,1
ckcck,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479917175.A.8A4.html,問題是你損失了機會成本阿  人家之後可以買5%債  你現在急著買3%利率那債券到期前是不是都比別人少賺2%/年這你就外行了 台灣哪家保險業 帳上債券部位一年賣不到5%的?(就假設你部位有1兆 一年賣出不到500億的)那家保險應該沒什麼利差損 因為保單都跟債券對鎖了就是因為這幾年利率下滑 債券價格上漲 當然先賣先贏然後再買較低利率的債才會有利差損所以利差損越大的 八成賣的債券越多上面說的都沒錯不過如果在之前利率低的時候買了債 人家升息你一點都賺不到櫃買中心連結不知道是哪家壽險 在川普當選後 殖利率大彈30年公債殖利率都快3.1%還花了5億美元 用3.7%去買加拿大銀行具有可贖回權債券如果說擺在無活絡 或是持有到期不用評價但那就跟股票不賣就不賠的天真想法一樣如第一段所說的機會成本也是損失新壽真的很準  他買的墨西哥公債 跟阿拉伯公債  現在價格都不到面額9成了....--,0,0
isaacchen,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479984348.A.D8D.html,川普的策略是這樣的蘋果在海外積累的現金已經高達2160億美金了,0,0
isaacchen,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479984348.A.D8D.html,那蘋果的營運前景將非常不樂觀股價也得大幅下修(美國政府已經打算對這些停泊海外的資金進行實質課稅)川普目前正打算為這些公司解套 要給予一次性的海外資金回國給予10%的超低稅負此外,0,0
isaacchen,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479984348.A.D8D.html,"公司稅則預計將要從35%降低至15%(比台灣還低)川普甚至還可以額外獎勵這些願意將生產遷回美國的廠商稅務和設廠優惠從財報結構來看 長期稅率的問題若能有效大幅降低(因為動輒5%10%15%)效益遠較從生產線上擠壓的毛利(幾個%)來的大更何況 以蘋果來說 頂多就是將後端的組裝移回美國(如同現在大部分強調made in USA的生產商)不會將整個生產線移回去 那麼以蘋果的議價能力來看將前後端的毛利擠壓一下 真的會上升多少? 恐怕也不至於至少相較於稅金方面所能省下的龐大支出 更是微乎其微至於有人說到為啥能移的話 為何以前不移?這道理很簡單啊 因為川普是近年少見願意幫企業大幅減稅的總統或許可以反過來說 蘋果等這麼久 終於等到一個可以解套的機會 他會不把握嗎?這個案子 最後就會變成川普拿到面子(蘋果工廠在北美出現) 蘋果拿到裡子(實質更賺錢)亞洲人還是保住大部分的工作機會(前端製造+非美國以外市場的訂單) 皆大歡喜深一層的來講從川普的角度來看 他要解決的問題是甚麼呢?其實是美國經濟逐漸出現""空洞化""的情況",0,0
isaacchen,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479984348.A.D8D.html,但美國經濟增長卻始終低於該有的潛在成長水平最主要的原因就是勞動生產力的低落由於服務產業對推升勞動生產力方面 遠落後於製造業因此美國製造業的長期空洞化 將導致美國長期經濟增長和競爭力的顯著走緩川普想要做的 不是將所有的製造業拿回美國(實際上也不可能)而是要求本土必須在整個產業鏈上get involved前端原物料提供、研發試產也好 後端組裝也好 whatever想在美國做生意 享受稅負優惠(他的紅蘿蔔) 你就必須協助美國改善空洞化問題他的優勢是 由於過去很長一段時間對企業的高額徵稅川普的新制稅負減免 還真的具有龐大優勢 特別對美國上市的企業來說而如果以國家的角度來看 特別是對美國具有龐大順差的國家要不你要幫忙協助投資(移回)部分產線於市場端(美國本土),0,0
isaacchen,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479984348.A.D8D.html,如果真的窒礙難行那也有其他方式 那就是多買一些美國的商品如飛機、軍火、原物料...(原油和天然氣會成為主力)如果什麼都不做 那他才會祭出一些懲罰性的措施出來因此 若從這角度來講 為何川普會反對TPP? 而主張要從雙邊會談架構著手(bilateral)?很簡單 因為TPP雖然實質對美國有利 但他決定的利益分配將是少數人的獲利(大型跨國企業) 但付出的代價 就是會繼續加劇美國產業的空洞化美國大企業會更大程度的抽離美國本土 僅將美國視為一個最大銷售市場經營雙邊會談就不一樣 因為單一國家和美國進行雙邊會談 美國將佔據優勢這麼一來give and take的談判會容易的多 那要進行的就是我前兩段所說的1. 產線部分調整 讓美國get involved.2. buy American可以說 未來一段時間 部分工廠移回美國 恐怕是確定的趨勢了,0,0
isaacchen,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479984348.A.D8D.html,--從福特的例子來看 川普要的是一個面子 他沒有要你把全部製造都搬回美國(美國也沒這麼多工人 難不成引進老墨進來做?)他只是要緩解美國在整個製造鏈上的真空 反正能多引進一個廠都算是多的(本來是零)至於實際要怎麼做 你企業要自己動腦筋反正他只負責打成績 分數到了稅就給你開大門 福特在川普上任的隔天就及格了這些科技業巨頭又不是傻子他的公司稅政策從半年前就列在競選網站上了身價數百億美金 他當然是站在富人那邊啊 這點有疑問嗎XDD?這些其實都不是川普在思考的問題蘋果再不濟 比方說也可以蓋一個廠 生產比如說iTra,0,0
kitune,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479968866.A.5CF.html,川普：我可以幫 Apple 大減稅,1,0
kitune,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479968866.A.5CF.html,川普（Donald Trump）即將於明年初正式入主白宮,0,0
kitune,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479968866.A.5CF.html,川普屢次點名 Apple,0,0
kitune,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479968866.A.5CF.html,川普昨天接受《紐約時報》（The NewYork Times）訪問時表示,0,0
kitune,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479968866.A.5CF.html,川普在接受訪問時直言,0,0
kitune,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479968866.A.5CF.html,川普也提到,0,0
kitune,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479968866.A.5CF.html,這恐怕是為了迎合美國總統川普的政策,0,0
kitune,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479968866.A.5CF.html,川普指出,0,0
kitune,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479968866.A.5CF.html,因此川普便藉機與庫克重新提出 iPhone 回美國製造的要求,1,0
kitune,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479968866.A.5CF.html,川普任內期間,0,1
kitune,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479968866.A.5CF.html,3.心得/評論(必需填寫滿20字)：瓶蓋股會有大變動嗎？大家比較信分析師還是川普的狂語？今天的海公公倒是小跌坐收--,0,0
wickwolf,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479947402.A.370.html,而希拉蕊在該州輸給川普2.7萬票,0,1
wickwolf,2016-11-24,https://www.ptt.cc/bbs/Stock/M.1479947402.A.370.html,希拉蕊在密西根州和賓州皆以1%之差敗給川普,0,0
Sea5,2016-11-28,https://www.ptt.cc/bbs/Stock/M.1480304437.A.FF8.html,主要原因在於當時川普競選時,0,0
Sea5,2016-11-28,https://www.ptt.cc/bbs/Stock/M.1480304437.A.FF8.html,───先前不是也傳說川普要幫蘋果減稅鼓勵蘋果「美國製造」嗎--,1,0
boards,2016-11-29,https://www.ptt.cc/bbs/Stock/M.1480399833.A.FEA.html,"3.心得/評論(必需填寫滿20字)：復興航空有金主想接表示母公司國產能順利甩掉這個賠錢貨不管是用哪種方式分手都將會讓國產的財報好看很多希望以後林公子能專注本業水泥並學到類似川普的破產經驗對於國產中保的股東們才有交代小魯我不才買了100張國產成本約在6.22元希望你能經營到10元公司票面價拜托了^^--張國政受託接手興航 背後金主""不能講""hi旅遊基金還在^^",0,0
Merman,2016-11-29,https://www.ptt.cc/bbs/Stock/M.1480390583.A.81E.html,蘋果(Apple Inc.)最近飽受總統當選人川普(Donald Trump)的壓力,0,1
Merman,2016-11-29,https://www.ptt.cc/bbs/Stock/M.1480390583.A.81E.html,不過在新任美國總統川普「回美製造」的要求下,0,0
[彩券],2016-11-29,https://www.ptt.cc/bbs/Stock/M.1480419712.A.A94.html,樂透說明1. 民主黨 希拉蕊·羅登·柯林頓(Hillary Diane Rodham Clinton)當選總統2. 共和黨 唐納·川普(Donald John Trump)當選總統3. 險  勝 總統當選人的4. 巧  勝 總統當選人的下注情況1.民主黨  : 3704   2.共和黨  : 820    3.險  勝  : 1293   4.巧  勝  : 487    開獎時間: 11/29/2016 19:41:49開獎結果: 巧  勝下注總額: 630400中獎比例: 487張/6304張  (0.077253)每張中獎彩券可得 1229 Ptt幣11/29/2016 19:41:49 開出:巧  勝 總額:630400 彩金/張:1229 機率:0.08     IanLi        買了   1 張 民主黨     IanLi        買了   1 張 共和黨     IanLi        買了   1 張 險  勝恭喜 IanLi        買了   1 張 巧  勝,0,0
IanLi,2016-12-01,https://www.ptt.cc/bbs/Stock/M.1480603007.A.C7C.html,證據：文章代碼(AID): 1/26 □  tsmc1 板主砍文達三篇 水桶一週1. 標的：台塑2. 分類：多3. 分析/正文：1.受惠川普支持石化能源政策              2.川普推行美國製造 台塑美國利多              3.河靜鋼鐵保護費已繳交 最壞情況已過              4.前幾年石油大跌 台塑股價都能撐在70上下                只要景氣一來 台塑再度破百不難              5.股價向下有限 股價上漲空間無限              6.原物料最近一直上揚4. 進退場機制：年線出場--       人生就是不斷對賭,0,0
OPEC,2016-12-01,https://www.ptt.cc/bbs/Stock/M.1480557048.A.BBB.html,,0,0
s5207758s,2016-12-01,https://www.ptt.cc/bbs/Stock/M.1480590036.A.CB1.html,前波川普上台前外資大賣台股,-1,0
im609,2016-12-02,https://www.ptt.cc/bbs/Stock/M.1480686326.A.98F.html,台股有機會在美國川普就任前夕直攻9760,1,0
takuson,2016-12-02,https://www.ptt.cc/bbs/Stock/M.1480671323.A.510.html,因為他們預測川普上台後將宣布對美國公司存放在海外的資金稅收赦免,1,0
lockread,2016-12-03,https://www.ptt.cc/bbs/Stock/M.1480773670.A.F58.html,1.原文連結(超過一行或過長必須縮網址)：2.原文內容：看看川普,0,0
lockread,2016-12-03,https://www.ptt.cc/bbs/Stock/M.1480773670.A.F58.html,這個主張和川普「讓美國再次偉大」有異曲同工之妙,0,0
lockread,2016-12-03,https://www.ptt.cc/bbs/Stock/M.1480773670.A.F58.html,川普新政有方向且招招中的,0,0
lockread,2016-12-03,https://www.ptt.cc/bbs/Stock/M.1480773670.A.F58.html,川普前天成功說服冷氣機巨擘開利集團（Carrier）,1,0
lockread,2016-12-03,https://www.ptt.cc/bbs/Stock/M.1480773670.A.F58.html,川普要美國大企業海外避稅的2.5兆美元回流,0,0
lockread,2016-12-03,https://www.ptt.cc/bbs/Stock/M.1480773670.A.F58.html,川普把企業稅從35%降至15%,1,0
lockread,2016-12-03,https://www.ptt.cc/bbs/Stock/M.1480773670.A.F58.html,川普都敢喊製造業重返美國,0,0
lockread,2016-12-03,https://www.ptt.cc/bbs/Stock/M.1480773670.A.F58.html,川普築起美國優先的貿易保護高牆,-1,0
lockread,2016-12-03,https://www.ptt.cc/bbs/Stock/M.1480773670.A.F58.html,川普雖還沒上任,0,0
ba90011,2016-12-05,https://www.ptt.cc/bbs/Stock/M.1480907917.A.5A5.html,1. 標的：1527 鑽全(空)2. 分類：空3. 分析/正文：被抄底王抄底以後猛漲討論一下基本面第三季EPS0.18 主要受到匯損 新臺幣升值關係第四季業績也是漸入尾聲只有好消息是第三季營收創新高這兩天漲勢驚人 但基本面其實無變化法人預期川普上任,0,0
nemies,2016-12-05,https://www.ptt.cc/bbs/Stock/M.1480871801.A.673.html,與英國脫歐公投以及川普當選美國總統的趨勢呼應,0,0
fgdgd,2016-12-06,https://www.ptt.cc/bbs/Stock/M.1481028750.A.2E7.html,金價在川普 (Donald Trump) 當選美國總統後跌勢加劇,0,1
fgdgd,2016-12-06,https://www.ptt.cc/bbs/Stock/M.1481028750.A.2E7.html,投資人聚焦於川普的刺激經濟承諾,1,0
fgdgd,2016-12-06,https://www.ptt.cc/bbs/Stock/M.1481028750.A.2E7.html,2.美國 10 年期公債殖利率在川普當選後大漲,0,0
fgdgd,2016-12-06,https://www.ptt.cc/bbs/Stock/M.1481028750.A.2E7.html,川普承諾的擴大基礎建設支出,1,0
fgdgd,2016-12-06,https://www.ptt.cc/bbs/Stock/M.1481028750.A.2E7.html,歸因於川普當選後金價大跌,0,1
fgdgd,2016-12-06,https://www.ptt.cc/bbs/Stock/M.1481028750.A.2E7.html,有鑑於川普當選刺激美國及全球經濟展望趨向樂觀,1,0
